#Kilobytes:	Mean time to read byte (ns):
1			2.98477
2			2.93906
4			2.94307
8			2.94648
16			2.67693
32			2.99033
65			4.3428
131			4.33177
262			7.86285
524			8.70915
1048			12.2764
2097			13.4384
4194			31.4146
8388			63.233
16777			85.8402
33554			106.498
67108			116.981
